fighter_a,fighter_b,date,label,height_diff,reach_diff,age_diff,wins_diff,losses_diff,win_streak_diff,slpm_diff,sapm_diff,td_avg_diff,sub_avg_diff,kd_avg_diff,ctrl_avg_diff,ko_rate_diff,sub_rate_diff,southpaw_diff
Vanessa Demopoulos,Kanako Murata,2023-10-07,1,1.0,-3.0,4.881587953456538,2.0,1.0,0.0,2.133618157543391,3.6002670226969298,-1.6790387182910547,-0.7193591455273698,0.2403204272363151,-15.04592790387183,0.0,0.3333333333333333,0.0
JJ Aldrich,Montana De La Rosa,2023-10-07,1,-2.0,-1.0,2.3764544832306633,3.0,1.0,3.0,1.4857023797851325,1.534499180591935,-1.008108287927388,-1.0368663594470047,-0.14812376563528637,-11.456033854859719,-0.07500000000000001,-0.6,1.0
Alexander Hernandez,Bill Algeo,2023-10-07,0,-3.0,-1.0,-3.3127994524298394,2.0,2.0,0.0,-0.7210352409167369,0.729722389368896,0.3589638761649485,-0.01661230001180422,0.289146150812045,-4.23925742731039,0.25,-0.25,0.0
Michel Pereira,Andre Petroski,2023-10-14,1,1.0,0.0,-2.318959616700891,1.0,2.0,0.0,1.4064924320724983,0.7887101005096104,-2.9805549888235454,-1.9586527273012622,0.03361679898302122,-22.955387902526077,-0.033333333333333354,-0.23333333333333336,0.0
Sodiq Yusuff,Edson Barboza,2023-10-14,0,-2.0,-4.0,-7.323750855578368,-11.0,-10.0,1.0,0.7911383657888207,-0.8325663370112304,-0.1576753732222878,0.571994200172689,-0.26784982281550507,8.412922066150408,-0.19607843137254904,0.16666666666666666,0.0
Viviane Araujo,Jennifer Maia,2023-10-14,1,0.0,4.0,1.875427789185487,-1.0,-1.0,-4.0,0.13174575576414593,0.6698661557309844,1.5374955957129302,0.5480098955406737,0.10653409090909091,2.208503843532087,0.2,-0.16666666666666666,0.0
Cameron Saaiman,Christian Rodriguez,2023-10-14,0,1.0,-4.0,-3.008898015058179,1.0,-1.0,1.0,3.9295395066176457,1.1713009837526316,0.07060028597138612,-1.2954699909813665,0.46320123520329387,5.898412524410276,0.6666666666666666,-0.5,1.0
Adrian Yanez,Jonathan Martinez,2023-10-14,0,-1.0,0.0,0.3887748117727554,-4.0,-2.0,-6.0,2.0581364324702767,2.0954188289787936,-0.4623446008424946,-0.09246892016849892,1.1313736853027212,-9.046218622192784,0.46666666666666673,0.0,-1.0
Ashley Yoder,Emily Ducote,2023-10-14,0,5.0,6.0,6.201232032854207,2.0,5.0,0.0,-3.5644444444444447,-4.617777777777778,1.2,0.6,0.1,17.115555555555556,0.0,0.0,1.0
Alatengheili,Chris Gutierrez,2023-10-14,0,-4.0,-1.0,-0.6461327857631751,-3.0,-1.0,3.0,-1.739075890470418,2.1580429500786065,1.9225109439595167,0.0,-0.48060788600284776,3.836155560378367,-0.17857142857142855,0.0,0.0
Darren Elkins,TJ Brown,2023-10-14,1,1.0,-1.0,6.01505817932923,14.0,6.0,0.0,-0.14672275936912005,-0.058580862810828194,-0.47927398124570386,-0.43710047430756327,0.09391631013252635,1.04056597852885,0.23529411764705882,-0.2156862745098039,0.0
Alexander Volkanovski,Islam Makhachev,2023-10-21,0,-4.0,1.0,3.0746064339493486,0.0,0.0,-11.0,3.898663691689703,2.091382999830385,-1.377412119574315,-0.8593308006165066,0.059167820100939905,-15.696414558649082,0.23076923076923078,-0.46153846153846156,-1.0
Tim Elliott,Muhammad Mokaev,2023-10-21,0,0.0,-4.0,13.598904859685149,4.0,10.0,-2.0,2.331324895241049,1.8884411559574774,-3.4614419670730907,-0.414277908182362,-0.2021455997180987,-21.248172960052354,0.0,-0.625,1.0
Kamaru Usman,Khamzat Chimaev,2023-10-21,0,-2.0,1.0,6.973305954825463,9.0,2.0,-8.0,-2.6728504721480135,-1.1422682090017764,-0.9315306274664028,-3.3050541761028467,-0.47121682646017826,-4.750907455373088,-0.06666666666666665,-0.43333333333333335,0.0
Sedriques Dumas,Abu Azaitar,2023-10-21,1,5.0,3.0,-9.407255304585902,0.0,0.0,2.0,-3.602885639585552,-3.779994189987412,-0.5011135857461024,0.0,0.0,18.69081049675608,0.0,0.0,0.0
Jailton Almeida,Derrick Lewis,2023-11-04,1,0.0,0.0,-6.379192334017802,-13.0,-9.0,4.0,2.230298299510207,-2.4913946173009553,5.760520991742019,2.538787023977433,-0.5864465682015638,49.341254737708915,-0.37777777777777777,0.6,0.0
Gabriel Bonfim,Nicolas Dalby,2023-11-04,0,2.0,-2.0,-12.758384668035593,-4.0,-3.0,-1.0,1.7320523531049843,1.25942634363687,5.655806182121971,13.422723475355054,0.0,0.9930938457254239,0.0,1.0,0.0
Rodrigo Nascimento,Don'Tale Mayes,2023-11-04,1,-4.0,-1.0,-0.8624229979466129,0.0,-2.0,1.0,0.9195309533322953,0.28125548409229006,0.5420885802980171,0.787746170678337,-0.20389669234254645,1.4055100193436605,-0.6666666666666666,0.3333333333333333,0.0
Caio Borralho,Abus Magomedov,2023-11-04,1,-1.0,-3.0,-2.3737166324435357,3.0,-1.0,5.0,-3.370733987844787,-6.157550257129499,1.1570827489481066,0.8695652173913043,-1.4516129032258065,30.643447093657475,-1.0,0.25,1.0
Modestas Bukauskas,Vitor Petrino,2023-11-04,0,1.0,-1.0,3.5455167693360714,1.0,3.0,0.0,0.5692292831237307,1.0670939049271282,-5.7491289198606275,-1.5679442508710801,0.0,-28.71105508270749,0.3333333333333333,-0.5,0.0
Denise Gomes,Angela Hill,2023-11-04,0,-1.0,-1.0,-14.962354551676935,-8.0,-12.0,3.0,-1.6589849509211416,-2.3155392033153133,1.3590849492133912,1.8087926392148903,1.1309104778096768,16.586370757741644,0.9,0.0,0.0
Jiri Prochazka,Alex Pereira,2023-11-11,0,-1.0,1.0,-5.273100616016428,-2.0,-1.0,2.0,0.6633752280314589,1.701628134551648,0.16001465844612414,0.16001465844612414,0.3200293168922483,7.441412526528163,0.06666666666666665,0.3333333333333333,0.0
Jessica Andrade,Mackenzie Dern,2023-11-11,1,-3.0,-1.0,1.4948665297741286,7.0,7.0,-4.0,3.308763582620875,1.24433982077438,1.728316340744007,-1.1241565179216906,-0.00683428812517517,-3.738837967602816,0.3333333333333333,-0.3,0.0
Diego Lopes,Pat Sabatini,2023-11-11,1,3.0,2.0,-4.139630390143736,-4.0,0.0,0.0,0.2730811166405762,3.941037089376321,-3.829787234042553,4.397731633479726,-0.2735562310030395,-36.17944703997661,0.0,0.6,0.0
Tabatha Ricci,Loopy Godinez,2023-11-11,0,-1.0,0.0,-1.459274469541409,-2.0,-2.0,1.0,0.0873441518278586,0.9284359842442784,0.41566294475731524,-1.0235928903935676,-0.12726244343891405,-0.05957225170090297,0.0,-0.08333333333333331,0.0
Tom Aspinall,Sergei Pavlovich,2023-11-11,1,2.0,-6.0,-0.9117043121149884,0.0,0.0,-5.0,-1.4130960886901605,-1.54890865927582,3.488372093023256,1.744186046511628,-3.6275266784981675,13.766969368704913,-0.33333333333333337,0.3333333333333333,-1.0
Roosevelt Roberts,Mateusz Rebecki,2023-11-11,0,7.0,7.0,-1.2731006160164249,2.0,3.0,-4.0,-3.3644706653556207,0.8426979444678562,-1.6628037645736762,0.12993397949150165,-1.3274336283185841,-12.557709416116491,-0.5,0.5,-1.0
Matt Frevola,Benoit Saint Denis,2023-11-11,0,-2.0,-2.0,5.519507186858316,1.0,2.0,-1.0,-1.896942903320321,-1.7933848756651507,-2.608160921712995,-0.9242176497830875,0.4934760829088023,-18.155928943413702,0.09999999999999998,-0.5,-1.0
John Castaneda,Kyung Ho Kang,2023-11-11,1,-3.0,-2.0,-4.273785078713214,-5.0,-1.0,-1.0,1.1869283543868359,2.568853555525828,-0.11661283849637871,-0.7684751657843945,0.6136793624706172,-12.886005312744857,0.3333333333333333,-0.16666666666666669,0.0
Jared Gordon,Mark Madsen,2023-11-11,1,1.0,-4.0,-3.953456536618752,3.0,4.0,0.0,2.129426052014557,-0.44977807666176606,-1.0141508050590629,0.0,0.0,7.895613024379438,-0.10714285714285715,0.0,0.0
Paul Craig,Brendan Allen,2023-11-18,0,1.0,1.0,8.084873374401091,-1.0,4.0,-4.0,-1.4870444679143189,-0.8133977042302498,0.9192820242717101,0.22847634154471996,-0.2833815088926762,-6.085487176881301,0.2333333333333333,0.06666666666666665,0.0
Jake Matthews,Michael Morales,2023-11-18,0,-1.0,-6.0,4.845995893223819,9.0,6.0,-2.0,-2.7163409850057856,-1.2365835843311697,1.2171411688428933,0.6703078450844091,-1.1152100585160079,12.768537592226316,-0.5833333333333333,0.4166666666666667,0.0
Chase Hooper,Jordan Leavitt,2023-11-18,1,4.0,3.0,-4.281998631074607,0.0,1.0,0.0,2.1729109516114886,1.8992772412410903,-0.42369696741948815,1.013007510320651,-0.3105590062111801,-3.45277910495302,0.0,0.0,0.0
Jonathan Pearce,Joanderson Brito,2023-11-18,0,4.0,-1.0,2.781656399726213,2.0,0.0,2.0,1.1016829609696286,-0.3115810718432277,2.294539871309367,0.30558599811195863,-0.7165605095541401,4.662214216734121,-0.2666666666666666,-0.1333333333333333,0.0
Amanda Ribas,Luana Pinheiro,2023-11-18,1,2.0,4.0,-0.7693360711841208,3.0,3.0,-4.0,0.8504745877822191,-0.6135323764589802,-0.7941502075074309,0.47027766018768913,-0.4377431906614786,13.293348704738811,0.0,0.3333333333333333,0.0
Denis Tiuliulin,Christian Leroy Duncan,2023-11-18,0,-1.0,-2.0,7.184120465434635,0.0,2.0,-1.0,1.0051982978921572,0.31827204619674365,0.0,0.0,1.325478645066274,-3.6487336061518043,0.0,0.0,0.0
Lucie Pudilova,Ailin Perez,2023-11-18,0,3.0,1.0,0.31211498973306107,2.0,5.0,-2.0,0.9178908324327204,2.8691510226954327,-6.003582436056519,0.6229235880398671,0.2491694352159468,-17.94920545971261,0.3333333333333333,0.0,0.0
Sean Brady,Kelvin Gastelum,2023-12-02,1,1.0,1.0,-1.0841889117043166,-7.0,-7.0,-2.0,0.5820988115409866,0.5445949292939618,1.7899065508741445,0.6934499121334472,-0.1717702653294701,12.541555179015816,-0.25,0.23333333333333336,-1.0
Beneil Dariush,Arman Tsarukyan,2023-12-02,0,3.0,0.0,7.433264887063654,9.0,3.0,-3.0,-0.164770756819129,0.7295691309794861,-1.3651587092253399,0.9521290663845543,0.2311998889261909,1.987109436880754,-0.24107142857142855,0.3125,1.0
King Green,Jalin Turner,2023-12-02,0,-5.0,-6.0,8.68720054757016,6.0,5.0,4.0,0.9252347019567919,-0.8082448034942096,0.39127143640207773,-1.0407585288820445,-0.71722220772102,0.8772284722403487,-0.25,-0.33333333333333337,-1.0
Rob Font,Deiveson Figueiredo,2023-12-02,0,3.0,3.0,0.48186173853525105,0.0,3.0,0.0,3.040890854121655,0.5127181649783608,-0.5196234640234326,-1.7446403991218906,-0.6456674336972466,-5.990670733981479,0.19999999999999996,-0.19999999999999998,0.0
Clay Guida,Joaquim Silva,2023-12-02,0,-1.0,1.0,7.162217659137575,13.0,13.0,0.0,-0.9392001491404227,-1.5587582732254823,2.6421195956747,0.07418380039913641,-0.12339075226967866,20.40950652612622,-0.4888888888888889,0.2777777777777778,-1.0
Jared Gooden,Wellington Turman,2023-12-02,1,0.0,5.0,2.628336755646817,-2.0,-1.0,0.0,1.6875782022856565,2.8868968931241463,-1.0015317000021695,-0.8290346352247605,0.24536532170119957,-15.322585181726643,1.0,-0.3333333333333333,0.0
Miesha Tate,Julia Avila,2023-12-02,1,-1.0,-3.0,1.7303216974674882,3.0,5.0,-3.0,-0.05802618173360896,0.4480570033520257,0.5208683639157944,0.598398883422411,-0.24651287023887336,1.2768929565758658,-0.16666666666666666,-0.16666666666666666,0.0
Joe Solecki,Drakkar Klose,2023-12-02,0,0.0,0.0,-5.467488021902803,-2.0,-1.0,0.0,-2.1932467617058666,-1.8545011992820397,0.6383247232772764,1.4234071396294623,-0.2574002574002574,22.79941680755056,-0.14285714285714285,0.4,0.0
Punahele Soriano,Dustin Stoltzfus,2023-12-02,0,-1.0,-3.0,-1.0212183436002746,2.0,-1.0,0.0,1.4355240473400368,1.4672742666773009,-1.3217754354534914,-0.2684964200477327,1.4460154241645244,-10.301151597327461,1.0,0.0,1.0
Tim Elliott,Sumudaerji,2023-12-09,1,-1.0,-6.0,9.073237508555781,5.0,9.0,0.0,-1.395912733304911,-0.07114944872877471,3.4141182240532437,0.3632550970911538,-0.5070308540070642,11.013310195868485,-0.3333333333333333,0.125,0.0
Chris Gutierrez,Song Yadong,2023-12-09,0,1.0,0.0,6.614647501711154,-1.0,0.0,0.0,0.20339736745175863,-1.1175023155743276,-0.3407162321853472,-0.23778071334214002,-0.19789361877248302,-3.2763661702318627,-0.18055555555555558,-0.1111111111111111,0.0
Anthony Smith,Khalil Rountree Jr.,2023-12-09,0,3.0,0.0,1.5879534565366171,4.0,3.0,-3.0,-0.5579494654502652,0.5790904061104349,0.5507113354749884,0.4818724185406149,-1.4796241306784188,2.955210778445709,-0.3333333333333333,0.3333333333333333,-1.0
Jamie Mullarkey,Nasrat Haqparast,2023-12-09,0,2.0,2.0,1.0130047912388775,-2.0,0.0,-1.0,-1.2880541411462678,-0.8666760782167255,2.1415933979100577,0.15368852459016394,-0.2216612767072808,9.899810355660229,0.2571428571428572,0.0,-1.0
Andre Muniz,JunYong Park,2023-12-09,1,3.0,5.0,1.026694045174544,-2.0,0.0,-6.0,-2.9878964784288287,-1.5329830558008628,0.9427572036410039,0.43824580877130415,-0.15035081857667892,0.982526999048833,0.0,0.17142857142857143,1.0
Steve Garcia,Melquizael Costa,2023-12-09,1,2.0,4.0,4.314852840520192,2.0,1.0,1.0,-1.5330800046568704,-0.249363974524627,0.11714701778962788,-0.12642258811314672,1.9856591285162717,7.503295117729128,1.0,0.0,0.0
Carlos Hernandez,Tatsuro Taira,2023-12-09,0,1.0,-3.0,6.255989048596852,-2.0,1.0,-3.0,2.4539699764876106,3.582082353650449,-0.6009870035914533,-2.7491408934707904,-0.3436426116838488,-33.39841011463367,0.0,-0.5,0.0
Leon Edwards,Colby Covington,2023-12-16,1,3.0,2.0,-3.5044490075290895,1.0,-1.0,10.0,-1.3279017453310793,-0.6453796030484775,-2.767425857798452,0.16757551758150568,0.23023205274761116,-14.562587311146137,-0.019230769230769218,-0.08974358974358973,1.0
Brandon Royval,Alexandre Pantoja,2023-12-16,0,4.0,1.0,-2.335386721423678,-5.0,-1.0,-1.0,-0.9612606371072392,-1.180686265637362,-1.0911582567324725,1.2893052345632814,0.5820448646432935,-6.83993785234685,0.0,0.19999999999999996,1.0
Shavkat Rakhmonov,Stephen Thompson,2023-12-16,1,1.0,2.0,-11.696098562628336,-7.0,-6.0,4.0,0.004919698831390207,-0.4849693303367748,1.199194695029366,1.4906832298136645,-0.21030626211518083,22.778953924292644,-0.3,0.8,0.0
Paddy Pimblett,Tony Ferguson,2023-12-16,1,-1.0,-3.0,-10.891170431211496,-11.0,-7.0,10.0,-0.7906288280930989,-0.7724581461821152,0.5523938342180482,1.4699877501020828,0.3058646386280115,4.617394855042875,0.04999999999999999,0.09999999999999998,0.0
Josh Emmett,Bryce Mitchell,2023-12-16,1,-4.0,0.0,9.585215605749482,2.0,3.0,-3.0,1.7288883441598242,3.0231754980866397,-2.590922090125424,-1.5260040037586304,0.7749315684111615,-26.679097383938664,0.3333333333333333,-0.14285714285714285,-1.0
Alonzo Menifield,Dustin Jacoby,2023-12-16,1,-3.0,0.0,0.46269678302532213,0.0,-1.0,2.0,-1.7145488794703452,-0.8822266544779631,0.5243912573755507,0.39682539682539686,-0.14169367572508929,16.099060915814846,0.0,0.2857142857142857,0.0
Karol Rosa,Irene Aldana,2023-12-16,0,-4.0,-1.0,-6.762491444216288,-1.0,-3.0,2.0,0.5755652808169227,-1.541638917958963,1.2037508324612312,-0.2568737513081534,-0.006873751308153375,16.74563235340754,-0.42857142857142855,-0.14285714285714285,0.0
Brian Kelleher,Cody Garbrandt,2023-12-16,0,-2.0,1.0,4.881587953456538,0.0,2.0,-3.0,0.35774478102530427,0.7142808509220573,0.653983121276198,0.7124950521176936,-0.7710069829591893,12.260888051336874,-0.375,0.375,0.0
Casey O'Neill,Ariane da Silva,2023-12-16,0,0.0,2.0,-3.696098562628336,-1.0,-4.0,-3.0,4.83151951746062,1.7035398930335983,1.4175835974787152,0.4643594250294173,-0.4034065441506051,8.061437874442667,0.5,0.04999999999999999,0.0
Tagir Ulanbekov,Cody Durden,2023-12-16,1,0.0,3.0,-0.3586584531143089,-2.0,-1.0,-3.0,0.04757026538111564,0.6869940958239624,-2.3745994648795,0.7244856406573538,-0.2292409577177789,-5.466672113002591,-0.2,0.3333333333333333,0.0
Lucas Almeida,Andre Fili,2023-12-16,0,0.0,-3.0,-0.6023271731690585,-9.0,-8.0,0.0,0.5780740861930274,-0.8946384667273048,-2.2084195997239475,-0.27605244996549344,1.348255227759502,-2.283604722150266,0.7,0.0,0.0
Johnny Walker,Magomed Ankalaev,2024-01-13,0,3.0,7.0,0.1752224503764559,-2.0,3.0,-6.0,-0.15217806817751267,0.21873387025475033,-0.5291019547251472,0.6115515288788222,0.012428060809928976,-11.599381964997665,0.15873015873015872,0.14285714285714285,0.0
Jim Miller,Gabriel Benitez,2024-01-13,1,0.0,0.0,4.793976728268312,18.0,10.0,0.0,-1.8871016682608408,-0.9816677679560222,1.3069224122395604,0.7269202866740905,-0.30973185529519953,10.162473295658454,-0.18857142857142856,0.1542857142857143,0.0
Ricky Simon,Mario Bautista,2024-01-13,0,-3.0,0.0,0.8323066392881593,1.0,1.0,-6.0,-2.3377494986850325,-0.8848574660741169,2.209610741139242,-0.8180154704427596,0.22898313355910171,3.596796344066963,-0.01785714285714285,-0.05357142857142855,0.0
Phil Hawes,Brunno Ferreira,2024-01-13,0,2.0,5.0,3.8220396988364165,3.0,2.0,-1.0,1.2767532044640477,-1.4704715668571087,2.3445131878866823,0.2930641484858353,-2.1411444303010567,21.192327047748734,-0.5,0.0,0.0
Farid Basharat,Taylor Lapilus,2024-01-13,1,2.0,-2.0,-5.3169062286105415,-2.0,-1.0,0.0,-0.9638670411374877,0.4802914095437929,3.4445233642423805,0.327640247359264,-0.45158053186151526,15.653527606362529,-0.25,0.5,-1.0
Matthew Semelsberger,Preston Parsons,2024-01-13,0,2.0,4.0,2.6392881587953454,4.0,2.0,-1.0,-0.13831911640275063,0.5428531271430335,-2.104217348774338,-3.4086439189488744,1.434034416826004,-13.688956260653267,0.4,0.0,0.0
Dricus Du Plessis,Sean Strickland,2024-01-20,1,0.0,0.0,-2.880219028062971,-9.0,-5.0,3.0,1.122146802331156,-0.4468427653245777,1.8031420307705122,0.884374166182242,0.7824258200109688,5.54581744685071,0.39999999999999997,0.09999999999999999,0.0
Raquel Pennington,Mayra Bueno Silva,2024-01-20,1,1.0,1.0,2.9596167008898036,7.0,3.0,2.0,-0.38031290439501486,-2.046611779330784,0.46196557993429244,-0.7955437034104192,0.0,6.8930526665143095,0.0,-0.55,0.0
Neil Magny,Mike Malott,2024-01-20,1,2.0,7.0,4.2628336755646785,18.0,10.0,-4.0,-0.5363084412893038,0.7606375565562493,-0.990466743725491,-1.8702967275681472,-2.0613470799499085,-0.30851833468230083,-0.09523809523809523,-0.5714285714285714,0.0
Chris Curtis,Marc-Andre Barriault,2024-01-20,1,-3.0,1.0,2.598220396988367,-1.0,-3.0,-3.0,-0.4825724520088661,1.069615338207221,-0.13087101933982842,-0.13087101933982842,0.4388287968159321,-4.693685373331787,0.35,-0.2,0.0
Arnold Allen,Movsar Evloev,2024-01-20,0,1.0,-2.0,0.05475701574264136,3.0,1.0,-8.0,-1.23242823140817,0.12011463544955525,-3.592218390246272,0.020304075387380327,0.3060183611016661,-16.049260860413533,0.2,0.2,1.0
Charles Jourdain,Sean Woodson,2024-01-20,0,-5.0,-9.0,-3.4715947980835047,2.0,4.0,-1.0,-0.046036432157001705,0.5318243098217845,-0.8510908210247434,-0.2560113153221168,0.19607960518522966,-0.051682523906597666,0.08333333333333331,0.3333333333333333,0.0
Polyana Viana,Gillian Robertson,2024-01-20,0,0.0,4.0,2.921286789869953,-5.0,-1.0,0.0,0.5762695737834544,-0.5875395453788603,-1.5376867358011888,1.157694298329436,0.23124357656731762,-19.53682795412285,0.1388888888888889,-0.02777777777777779,0.0
Jasmine Jasudavicius,Priscila Cachoeira,2024-01-20,1,0.0,3.0,-0.5311430527036336,-1.0,-3.0,0.0,-0.7869646777090407,-2.673712499168496,1.6203951307124325,0.0,-0.3592097385751347,23.870091132841083,-0.75,0.0,0.0
Jimmy Flick,Malcolm Gordon,2024-01-20,1,0.0,-3.0,-0.303901437371664,-1.0,-2.0,0.0,0.023298997408026434,6.394088638462841,-0.5201525141503858,0.2794920882485481,0.0,-12.379470035699562,-0.5,1.0,0.0
Garrett Armfield,Brad Katona,2024-01-20,1,0.0,6.0,-4.807665982203968,-2.0,-1.0,0.0,0.4870493991989324,-1.0486337338673786,-1.0,0.0,1.2016021361815754,-1.3452603471295053,1.0,0.0,0.0
Nassourdine Imavov,Roman Dolidze,2024-02-03,1,1.0,-1.0,-7.627652292950032,-2.0,0.0,0.0,1.293862124146972,0.7952991085817218,-1.0333225711017926,-0.010788960043281115,-0.7622273978403558,-7.496881485378793,-0.16666666666666663,0.0,0.0
Renato Moicano,Drew Dober,2024-02-03,1,3.0,2.0,-0.5859000684462714,-4.0,-3.0,0.0,0.08096772451532797,-0.4541452385070581,0.9410050253616016,0.6202537490637614,-0.685784589569381,-2.2420610478516787,-0.6923076923076923,0.5897435897435896,-1.0
Randy Brown,Muslim Salikhov,2024-02-03,1,4.0,8.0,-6.078028747433265,5.0,2.0,2.0,1.0104525104814233,0.41884834621548483,-0.518887484005287,0.5305561013951661,-0.08453647776923462,6.344353098836811,-0.3181818181818182,0.2727272727272727,0.0
Viviane Araujo,Natalia Silva,2024-02-03,0,0.0,3.0,10.203969883641339,2.0,4.0,-3.0,-0.8618544485039994,2.9636614989631673,1.1538461538461537,0.6739409499358151,-0.5791448602745136,7.2871531549323585,-0.33333333333333337,0.0,-1.0
Themba Gorimbo,Pete Rodriguez,2024-02-03,1,4.0,6.0,5.80698151950719,0.0,0.0,0.0,-8.563483604698625,-9.979534219238968,3.469545104086353,0.0,-2.614914508594494,33.468354573903575,-1.0,0.0,0.0
Luana Carolina,Julija Stoliarenko,2024-02-03,1,-1.0,3.0,-0.17522245037645234,2.0,-2.0,0.0,1.6853252103662428,-0.3877748714625593,-0.7326705042640846,-0.6744774545093346,0.169811320754717,6.415363002975164,0.0,-1.0,0.0
Diana Belbita,Molly McCann,2024-02-03,0,3.0,6.0,-6.146475017111566,-4.0,-1.0,1.0,0.9099599440842567,1.5329082120561672,-0.6826112967086849,-0.5069708491761724,-0.06047663196531117,-1.3367501044864065,-0.3333333333333333,0.0,0.0
Jack Hermansson,Joe Pyfer,2024-02-10,1,-1.0,2.0,8.27104722792608,7.0,6.0,-4.0,1.3320507178894156,1.4409502270161112,-1.4954409161149032,-1.6677753103349469,-1.0526315789473684,5.135435321728392,-0.36666666666666664,-0.033333333333333326,0.0
Dan Ige,Andre Fili,2024-02-10,1,-4.0,-3.0,-1.1143052703627703,-2.0,-3.0,-2.0,-0.07180299277832525,-0.49635267677631134,-1.3376498466552116,-0.19568724349012928,-0.027708080425067394,-3.03359984412414,-0.03030303030303033,0.1111111111111111,0.0
Brad Tavares,Gregory Rodrigues,2024-02-10,0,-2.0,-1.0,4.158795345653662,10.0,6.0,0.0,-2.6113484949843926,-2.5601677173298185,-1.6963759827317464,-0.5565862708719852,-0.9111069826959237,-1.5223605056179323,-0.6666666666666667,0.0,0.0
Armen Petrosyan,Rodolfo Vieira,2024-02-10,0,3.0,-2.0,-1.1060917180013732,-1.0,-1.0,1.0,2.7215099715099713,-1.676638176638177,-3.4537037037037037,-1.4245014245014247,0.0,-18.087369420702753,0.0,-1.0,0.0
Loma Lookboonmee,Bruna Brasil,2024-02-10,1,-5.0,-4.0,-2.362765229295004,4.0,1.0,1.0,1.008736946731621,-2.177625685641712,0.7153221749107286,0.15668523676880222,0.0,-2.71432822451008,0.0,0.2,0.0
Marcin Prachnio,Devin Clark,2024-02-10,1,3.0,-2.0,1.7440109514031477,-5.0,-3.0,0.0,2.393437260777556,0.30252681514148083,-2.3494312884579522,-0.08390826030206973,-0.05024727922723002,-17.587137548060504,0.20833333333333331,0.0,0.0
Max Griffin,Jeremiah Wells,2024-02-10,1,2.0,2.0,0.9171800136892543,3.0,7.0,0.0,1.5671207247610015,2.79723710159051,-2.413622760450136,-0.8564283210854775,-0.15576321656541858,-34.220617491871764,-0.07142857142857145,-0.25,0.0
Henry Cejudo,Merab Dvalishvili,2024-02-17,0,-2.0,-4.0,3.917864476386036,1.0,1.0,-10.0,-0.5380540247083707,0.7345114148579461,-4.483522595360974,-0.09325305117104693,0.34237155308566364,-10.64670907616966,0.2888888888888889,0.0,0.0
Ilia Topuria,Alexander Volkanovski,2024-02-17,1,1.0,-2.0,-8.312114989733058,-7.0,-2.0,7.0,-1.744471182454709,-0.36882983763040356,0.34713922996519475,1.2745842633530833,0.6042738751664587,2.839798800800791,0.11538461538461536,0.16666666666666666,0.0
Robert Whittaker,Paulo Costa,2024-02-17,1,-1.0,1.0,0.3340177960301176,9.0,3.0,-2.0,-2.033296794234074,-2.992044885080193,0.32513691419278445,0.0,-0.17010584479191448,0.725531265696393,-0.3333333333333333,0.0,0.0
Geoff Neal,Ian Machado Garry,2024-02-17,0,-4.0,1.0,7.222450376454486,1.0,3.0,-7.0,-1.4811572699655686,2.097995763134779,-0.14523987803566052,0.13085199185809826,0.024433482382616556,3.8011715109484028,0.0714285714285714,0.14285714285714285,1.0
Anthony Hernandez,Roman Kopylov,2024-02-17,1,0.0,0.0,-2.458590006844627,1.0,0.0,0.0,-0.5286204994430772,-0.7618572824443297,6.35325531455011,2.924451665312754,-0.9409304756926294,31.73890389540461,-0.8,0.6,-1.0
Marcos Rogerio de Lima,Junior Tafa,2024-02-17,1,-2.0,0.0,11.241615331964407,9.0,6.0,-2.0,1.6516477378514243,1.9041457208465213,1.5267175572519083,0.6106870229007634,0.0013963880096815595,25.63904921491963,-0.5,0.2,0.0
Miranda Maverick,Andrea Lee,2024-02-17,1,-3.0,-4.0,-8.383299110198493,0.0,-3.0,4.0,-1.1964181011959143,-1.068625497131182,0.573384780941911,-0.1285805386788587,-0.09685751183814034,6.734613520236424,-0.2,0.2,1.0
Mackenzie Dern,Amanda Lemos,2024-02-17,0,0.0,-2.0,-5.8398357289527745,1.0,1.0,0.0,-0.03206546073681782,-0.42909605225482483,-0.04859975440693498,0.6209007769426931,-0.6224573527066162,9.718486547149833,-0.42857142857142855,0.2142857142857143,-1.0
Brandon Royval,Brandon Moreno,2024-02-24,1,2.0,-2.0,1.3086926762491444,-4.0,-1.0,0.0,0.0748734895365355,-0.18871328121907993,-1.2785725897430278,0.874754722942821,0.4081231967086836,-6.876799202683975,-0.0222222222222222,0.26666666666666666,1.0
Brian Ortega,Yair Rodriguez,2024-02-24,1,-3.0,-2.0,1.6235455167693367,-3.0,0.0,-1.0,-0.407049803182729,2.6177324686979153,0.12481843017073524,0.23141561126750176,0.29033289928270045,-0.5416073089626101,0.028571428571428525,0.3285714285714285,0.0
Daniel Zellhuber,Francisco Prado,2024-02-24,1,3.0,8.0,2.9431895961670094,1.0,0.0,1.0,0.8606521055761132,0.3377253945469767,0.0,-0.3957399909861118,-0.3957399909861118,0.05660570298859646,-1.0,0.5,0.0
Yazmin Jauregui,Sam Hughes,2024-02-24,1,-2.0,0.0,-6.669404517453799,-1.0,-3.0,-2.0,2.3030038935168413,0.5116324474827953,-1.1186079545454546,0.0,1.1952191235059761,-12.322089482977184,0.16666666666666669,0.0,0.0
